Rainfall,WindSpeed9am,Humidity9am,Pressure9am,Temp9am,rain_today_b,rain_tomorrow_b
0.8,13,84,1017.4,8.8,FALSE,FALSE
0,4,79,1026.6,5.6,FALSE,FALSE
0,11,73,1025.4,6.9,FALSE,FALSE
0,17,68,1017.6,8.3,FALSE,FALSE
0.2,13,61,1012.1,10.8,FALSE,FALSE
0,9,68,1013,7.9,FALSE,FALSE
0.6,9,91,1021,9.9,FALSE,FALSE
0,15,73,1026.2,10.6,FALSE,FALSE
0,17,78,1027.3,10.2,FALSE,FALSE
0,13,83,1026.2,10.2,FALSE,FALSE
0,19,76,1023.2,12.2,FALSE,FALSE
0,17,78,1019.6,13.6,FALSE,TRUE
2,7,86,1018.8,13.2,TRUE,FALSE
0.2,19,84,1018.7,12.1,FALSE,FALSE
0,7,48,1016.3,11.3,FALSE,FALSE
0,6,73,1016.3,9.4,FALSE,FALSE
0.2,6,81,1010.3,9.3,FALSE,TRUE
38.8,11,96,1006.7,11,TRUE,TRUE
6.4,9,90,1010,11.3,TRUE,FALSE
0,13,65,1012.9,14.1,FALSE,FALSE
0,13,52,1012.4,12.6,FALSE,FALSE
0,7,59,1015.9,10.4,FALSE,FALSE
0,20,83,1016,10,FALSE,FALSE
0,17,85,1021.3,9.9,FALSE,FALSE
0,13,79,1021.8,10.6,FALSE,FALSE
0,6,77,1022.5,7.1,FALSE,FALSE
0,6,85,1022.1,5.7,FALSE,FALSE
0,13,74,1025.1,9.5,FALSE,FALSE
0,19,64,1027.8,9.8,FALSE,FALSE
0,20,78,1025.2,9.1,FALSE,FALSE
0,15,65,1019.7,10.9,FALSE,FALSE
0.2,9,59,1013.3,12.7,FALSE,FALSE
0.2,6,95,1011.6,9.8,FALSE,FALSE
5.8,6,98,1008.9,8.1,TRUE,TRUE
0,4,79,1023,7.3,FALSE,FALSE
0,6,80,1023.5,8.7,FALSE,FALSE
0,11,60,1023.7,10.2,FALSE,FALSE
0,15,48,1019.8,12.7,FALSE,FALSE
0,13,61,1012,16.5,FALSE,TRUE
2.4,11,74,1019.1,9.2,TRUE,FALSE
0,7,75,1027,8,FALSE,FALSE
0,13,66,1025.3,9.8,FALSE,FALSE
0.8,7,91,1018.1,9.1,FALSE,TRUE
1.8,7,99,1022.6,6,TRUE,FALSE
0,6,80,1027,9.3,FALSE,FALSE
0,4,72,1028.4,11.6,FALSE,FALSE
0,6,90,1027.9,10.2,FALSE,FALSE
0,7,71,1025.4,11.4,FALSE,FALSE
0,6,73,1028.6,11.1,FALSE,FALSE
0,7,64,1029.4,12.1,FALSE,FALSE
0,4,64,1022.9,11.4,FALSE,FALSE
0,13,50,1023,13.1,FALSE,FALSE
0,15,40,1018.1,15,FALSE,FALSE
0,9,48,1025.2,8.3,FALSE,FALSE
0,9,55,1020.7,7.7,FALSE,FALSE
0,7,48,1016.1,10.7,FALSE,FALSE
0,15,55,1012.7,12.8,FALSE,FALSE
0,6,43,1014.6,14.5,FALSE,FALSE
0,2,53,1017.8,14,FALSE,FALSE
0,6,46,1021.9,15.5,FALSE,FALSE
0,17,43,1020.8,13.7,FALSE,FALSE
0,26,25,1013.4,17.6,FALSE,FALSE
0,15,47,1021.2,13.1,FALSE,FALSE
0,7,36,1029.4,13.4,FALSE,FALSE
0,6,51,1026.9,12.8,FALSE,FALSE
0,2,37,1019.8,16.6,FALSE,FALSE
0,20,37,1009.3,18.7,FALSE,FALSE
0.4,13,68,1012.1,14.7,FALSE,FALSE
0.2,13,69,1011.2,17.2,FALSE,FALSE
0,6,74,1010.5,17.8,FALSE,FALSE
0,20,42,1015.5,12.2,FALSE,FALSE
0,9,51,1021.4,12,FALSE,FALSE
0,13,34,1019.9,15.5,FALSE,FALSE
0,11,32,1017.8,16.6,FALSE,FALSE
0.4,19,40,1004.8,20.7,FALSE,FALSE
0,24,47,1020,11.3,FALSE,FALSE
0,6,44,1023.5,11.9,FALSE,FALSE
0,4,47,1023.7,15.2,FALSE,FALSE
0,13,40,1022.5,15.8,FALSE,FALSE
8,7,57,1019.7,13,TRUE,FALSE
0,13,45,1017.3,14.5,FALSE,FALSE
0,22,40,1006.6,16.3,FALSE,FALSE
0,17,71,1013.9,12.5,FALSE,FALSE
0,6,56,1017.2,12.1,FALSE,FALSE
0,15,30,1022.6,17.1,FALSE,FALSE
0,22,18,1022.1,21.8,FALSE,FALSE
0,19,17,1018.8,22.9,FALSE,FALSE
0,15,34,1021.6,16.6,FALSE,FALSE
0,13,17,1020.9,17.8,FALSE,FALSE
0,15,20,1019.6,18.5,FALSE,FALSE
0,24,21,1013.4,24.7,FALSE,TRUE
7,11,77,1022.6,14.7,TRUE,FALSE
0,6,46,1019.4,19.8,FALSE,FALSE
0,9,35,1015.4,22.4,FALSE,FALSE
0.6,11,51,1013.8,18.4,FALSE,FALSE
1,26,65,1003.9,20,FALSE,FALSE
0.4,26,78,1008.3,11.4,FALSE,FALSE
0,9,52,1019.4,14.8,FALSE,FALSE
0,17,29,1013.6,19.8,FALSE,FALSE
0,30,38,1013.4,11.4,FALSE,FALSE
0,28,45,1018.5,11.3,FALSE,FALSE
0,13,41,1016.9,11,FALSE,FALSE
0,6,36,1017.2,15,FALSE,FALSE
0,17,15,1018,20.6,FALSE,FALSE
0,17,9,1013.3,25,FALSE,FALSE
0,15,24,1006.8,24.6,FALSE,FALSE
0,17,59,1014.2,12.7,FALSE,FALSE
0,9,55,1017.8,14.4,FALSE,FALSE
0,13,54,1020.3,16.2,FALSE,FALSE
0,7,44,1021.6,15.1,FALSE,FALSE
0,19,51,1020.6,9.7,FALSE,FALSE
0,11,42,1023.3,10.3,FALSE,FALSE
0,17,34,1024.2,13.6,FALSE,FALSE
0,24,45,1024.4,14.3,FALSE,FALSE
0,17,39,1019.2,17.3,FALSE,FALSE
0,24,50,1008,19,FALSE,FALSE
0.6,15,33,1007.6,16.6,FALSE,FALSE
0,24,47,1008.7,14.7,FALSE,FALSE
0,19,38,1013.6,16,FALSE,FALSE
0,19,46,1019.9,11.6,FALSE,FALSE
0,7,46,1023.4,14.4,FALSE,FALSE
0,7,40,1026.4,16.3,FALSE,FALSE
0,13,27,1026.3,19.4,FALSE,FALSE
0,13,15,1022.6,23.5,FALSE,FALSE
0,11,12,1020.1,27.2,FALSE,FALSE
0,6,13,1018.5,27.6,FALSE,FALSE
0,13,19,1019,28,FALSE,FALSE
6,11,95,1015.9,12,TRUE,TRUE
25.6,24,75,1020.4,15.5,TRUE,FALSE
0.2,20,73,1021.9,18.6,FALSE,FALSE
0.2,17,64,1020.4,21.6,FALSE,FALSE
0,15,61,1021.4,22.5,FALSE,FALSE
0,13,46,1021.7,25.3,FALSE,FALSE
0,13,39,1021.5,26.6,FALSE,FALSE
0,15,29,1019.6,29.6,FALSE,FALSE
0,20,18,1013.8,31.2,FALSE,FALSE
0,11,48,1017.8,18.5,FALSE,FALSE
0,15,27,1019.1,19.9,FALSE,FALSE
0,17,55,1020,21.7,FALSE,FALSE
0,20,53,1024.1,21.4,FALSE,FALSE
0,24,55,1024.9,22.6,FALSE,FALSE
0,20,44,1023,24.6,FALSE,FALSE
0,15,46,1020.5,24.1,FALSE,FALSE
0,20,22,1020.9,27.8,FALSE,FALSE
0,9,20,1018.8,31.5,FALSE,FALSE
0,11,21,1014.7,30,FALSE,FALSE
0,15,43,1013.6,25.2,FALSE,FALSE
0,13,16,1010.7,32.1,FALSE,FALSE
0,15,12,1008,34.3,FALSE,FALSE
0,11,16,1006.8,28.8,FALSE,FALSE
0,17,24,1008.4,27.3,FALSE,FALSE
0,9,16,1009.6,31.1,FALSE,FALSE
0,15,13,1008.2,37.3,FALSE,FALSE
0,13,32,1009.6,30.2,FALSE,FALSE
0,22,42,1006.1,28.6,FALSE,FALSE
0.2,9,64,1018.3,18.3,FALSE,TRUE
7,19,70,1018.2,19.6,TRUE,FALSE
0,26,44,1017.4,27.5,FALSE,FALSE
0.6,7,73,1011.5,24,FALSE,TRUE
2,6,41,1012.5,24.8,TRUE,FALSE
0,17,35,1009.3,21.6,FALSE,FALSE
0,30,42,1006.2,20,FALSE,FALSE
0,11,43,1010.3,20.7,FALSE,FALSE
0,20,50,1013.6,19.1,FALSE,FALSE
0,20,37,1019.1,20.2,FALSE,FALSE
0,20,28,1019,23.7,FALSE,FALSE
0,7,33,1015.8,25,FALSE,FALSE
0,13,6,1015.5,24.6,FALSE,FALSE
0,9,24,1014.8,24.6,FALSE,FALSE
0,7,16,1012.6,29.1,FALSE,FALSE
0,17,10,1006.6,31.5,FALSE,FALSE
0,9,49,1011.6,19,FALSE,FALSE
0,15,14,1008.6,26.7,FALSE,FALSE
0,13,22,1019.1,21.1,FALSE,FALSE
0,13,30,1017.3,24.1,FALSE,FALSE
0,15,23,1016.5,27.1,FALSE,FALSE
0,11,42,1017.1,27.2,FALSE,FALSE
0,20,24,1014.9,31.2,FALSE,FALSE
0,31,20,1013,34.4,FALSE,TRUE
1.6,11,96,1015.6,18.8,TRUE,FALSE
0.2,11,25,1017.8,22.5,FALSE,FALSE
0,13,24,1016.5,25.6,FALSE,FALSE
0,11,22,1012.9,27.2,FALSE,FALSE
0,22,39,1009.9,27.7,FALSE,FALSE
0,17,44,1011.7,29.5,FALSE,FALSE
0,31,36,1008.5,31.3,FALSE,TRUE
17.2,7,97,1007.7,20.4,TRUE,TRUE
7.2,13,69,1010.7,21.5,TRUE,TRUE
6.6,11,93,1011.9,22,TRUE,FALSE
0,13,89,1012.8,23.3,FALSE,FALSE
0,13,69,1016.7,25.1,FALSE,FALSE
0,19,52,1017.7,24.8,FALSE,FALSE
0,22,71,1014.7,23.5,FALSE,TRUE
1.6,13,96,1011.1,21.3,TRUE,TRUE
3,7,81,1008.2,24,TRUE,FALSE
0,19,40,1015,20.7,FALSE,FALSE
0,11,58,1015,23.1,FALSE,FALSE
0,24,58,1014.3,28.2,FALSE,TRUE
6.4,6,68,1015.3,25.9,TRUE,FALSE
0,7,26,1013.7,25.6,FALSE,FALSE
0,22,51,1016,27,FALSE,FALSE
0,17,46,1017.3,28.9,FALSE,FALSE
0,13,41,1016.8,30.7,FALSE,FALSE
0,4,33,1013.9,33,FALSE,FALSE
0,20,21,1011.2,33.9,FALSE,FALSE
0,13,38,1009.7,30,FALSE,FALSE
0,11,36,1014.2,22.5,FALSE,FALSE
0,17,48,1013.4,28.1,FALSE,FALSE
0.2,13,51,1010.2,28.9,FALSE,FALSE
0,20,42,1008.5,21.9,FALSE,FALSE
0,22,32,1010.5,17.2,FALSE,FALSE
0,9,29,1012.9,18.1,FALSE,FALSE
0,6,18,1013.7,23.2,FALSE,FALSE
0,7,12,1011.7,29.1,FALSE,FALSE
0,13,14,1010.4,31.8,FALSE,FALSE
0,13,24,1009.2,32.9,FALSE,FALSE
0,15,22,1010.8,26.9,FALSE,FALSE
0,13,9,1010,29.5,FALSE,FALSE
0,11,11,1009.8,31.5,FALSE,FALSE
0,11,26,1009,34.1,FALSE,FALSE
0,11,28,1007.5,30.2,FALSE,FALSE
0,9,33,1007.7,27.9,FALSE,FALSE
0,24,43,1011.9,27.1,FALSE,FALSE
0,24,45,1010.4,26.5,FALSE,FALSE
0,15,64,1010.4,25.2,FALSE,FALSE
0,26,48,1010.3,23.6,FALSE,FALSE
0,24,59,1008,24,FALSE,TRUE
36,6,99,1006.9,19.8,TRUE,TRUE
7.2,9,93,1006.3,22,TRUE,FALSE
0,11,83,1012.1,20.5,FALSE,TRUE
0,13,80,1018.1,24.5,FALSE,TRUE
9.6,20,77,1018.8,24.1,TRUE,FALSE
0,9,52,1015.4,28.5,FALSE,FALSE
22.4,9,97,1010,21.4,TRUE,TRUE
44,19,96,1002.8,22.5,TRUE,FALSE
0.6,15,64,1009.6,21.8,FALSE,FALSE
0,6,66,1012.2,22.8,FALSE,FALSE
0,13,69,1013.5,23.3,FALSE,FALSE
0,17,65,1016.7,22.8,FALSE,FALSE
0,19,54,1019.4,20.7,FALSE,FALSE
0,19,61,1018,23.3,FALSE,FALSE
0,9,51,1016.9,25.8,FALSE,FALSE
0,7,55,1015.8,26.6,FALSE,FALSE
0,19,41,1016.4,22.8,FALSE,FALSE
0,20,64,1018.8,22.5,FALSE,FALSE
0,20,55,1021.5,22.6,FALSE,FALSE
0,17,52,1018.7,24,FALSE,FALSE
0,7,48,1015.8,24.8,FALSE,FALSE
0,15,51,1013.4,19.5,FALSE,FALSE
0,26,58,1012.3,18.5,FALSE,FALSE
0,22,59,1013.7,19,FALSE,TRUE
2.6,20,86,1009.8,18.9,TRUE,TRUE
12.8,19,86,1005.6,22,TRUE,TRUE
2.4,2,93,1010.2,22.4,TRUE,FALSE
0.6,19,92,1009.1,22.7,FALSE,FALSE
0,15,55,1011.5,19.6,FALSE,FALSE
0,13,62,1017.7,18.9,FALSE,FALSE
0,11,64,1023.4,16,FALSE,FALSE
0,13,61,1025.9,16.6,FALSE,FALSE
0,20,59,1030.5,17.6,FALSE,FALSE
0,20,60,1030.3,19,FALSE,FALSE
0,20,68,1026.9,18.1,FALSE,FALSE
0,17,63,1023.4,20.2,FALSE,FALSE
0,7,48,1021.8,23,FALSE,FALSE
0,17,50,1023.4,21.6,FALSE,FALSE
0,9,32,1024,22.8,FALSE,FALSE
0,11,49,1021.4,23.2,FALSE,FALSE
0,6,43,1021.2,25.1,FALSE,FALSE
0,7,40,1019.7,25.2,FALSE,FALSE
0,13,43,1019.8,21.8,FALSE,FALSE
0,9,44,1020.7,17.5,FALSE,FALSE
0,7,37,1021.5,19.1,FALSE,FALSE
0,13,42,1019.7,21.6,FALSE,FALSE
0,7,39,1019.3,22.5,FALSE,FALSE
0,7,38,1018.5,24.2,FALSE,FALSE
0,9,51,1015.9,25.4,FALSE,TRUE
8.4,6,94,1018.3,19.4,TRUE,TRUE
2.6,4,86,1018.7,19.9,TRUE,FALSE
0,2,66,1019.1,20.5,FALSE,FALSE
0,2,51,1019,19,FALSE,FALSE
0,15,53,1018.6,19.2,FALSE,FALSE
0,20,50,1018.9,21.1,FALSE,FALSE
0,19,51,1017.7,19.9,FALSE,TRUE
12.4,15,98,1015.1,17.9,TRUE,TRUE
10.2,17,89,1013.8,20.7,TRUE,TRUE
6.4,11,78,1018.5,19.8,TRUE,FALSE
0,9,67,1015.3,19,FALSE,FALSE
0.6,9,74,1012.2,21.5,FALSE,FALSE
0,6,73,1014.3,19.2,FALSE,FALSE
0,6,60,1022.9,14.4,FALSE,FALSE
0,7,57,1021.8,15.9,FALSE,FALSE
0,13,40,1023.5,20.1,FALSE,FALSE
0,19,51,1025.1,19.7,FALSE,FALSE
0,22,58,1023.9,19.6,FALSE,FALSE
0,19,57,1023,21.5,FALSE,FALSE
0,13,58,1022.5,22.2,FALSE,FALSE
0,17,61,1021.3,21.1,FALSE,FALSE
0,11,51,1022.3,22.8,FALSE,FALSE
0,13,53,1021.3,24,FALSE,FALSE
0,20,49,1016.3,23.7,FALSE,TRUE
8.4,11,92,1018.4,15.3,TRUE,FALSE
0,9,57,1025.6,15.7,FALSE,FALSE
0,6,70,1021.2,13,FALSE,FALSE
0,4,55,1024.5,17.2,FALSE,FALSE
0,7,60,1026.5,16.1,FALSE,FALSE
0,7,68,1026.3,15.8,FALSE,FALSE
0,9,48,1025.8,18.8,FALSE,FALSE
0,13,42,1024.5,18.7,FALSE,FALSE
0,19,48,1019.9,20.7,FALSE,TRUE
2.8,20,57,1019,13.1,TRUE,FALSE
0,7,56,1024.7,14.1,FALSE,FALSE
0,6,57,1024,14.7,FALSE,FALSE
0,6,60,1022.2,16.7,FALSE,FALSE
0,15,36,1019.4,16.9,FALSE,FALSE
0,9,27,1015.6,19.7,FALSE,FALSE
0,9,57,1024.9,9.5,FALSE,FALSE
0,6,59,1021.4,11.3,FALSE,FALSE
0,6,58,1018,15.1,FALSE,FALSE
0,6,74,1019.3,12.2,FALSE,FALSE
0,6,46,1022.7,14.9,FALSE,FALSE
0,9,49,1021.5,12.9,FALSE,FALSE
0,6,57,1020.9,12.4,FALSE,FALSE
0,7,48,1021.6,13.5,FALSE,FALSE
0,17,55,1020.8,13,FALSE,FALSE
0.4,13,58,1014.6,14.7,FALSE,TRUE
9.2,7,99,1008.1,14.4,TRUE,TRUE
4.8,17,93,1009,13.3,TRUE,FALSE
0.2,6,89,1017.7,12.4,FALSE,FALSE
0,11,84,1017.5,14.3,FALSE,TRUE
3.6,15,85,1007.7,12.2,TRUE,TRUE
4,9,92,1013,12.3,TRUE,FALSE
0.2,9,91,1019.1,11.8,FALSE,TRUE
1.8,7,79,1019.2,13.3,TRUE,FALSE
0,6,85,1022.4,10.3,FALSE,FALSE
0,9,90,1020.5,10.4,FALSE,FALSE
0,9,82,1019.9,10.7,FALSE,FALSE
0,15,77,1021.5,9.6,FALSE,FALSE
0,4,91,1026,7,FALSE,FALSE
0,6,88,1024,7.5,FALSE,FALSE
0,17,70,1017.9,8.1,FALSE,FALSE
0,19,82,1024.9,7.8,FALSE,FALSE
0,9,82,1025.7,9,FALSE,FALSE
0,7,79,1029.9,6.2,FALSE,FALSE
0,13,70,1031.9,9,FALSE,FALSE
0,13,70,1029.8,12.2,FALSE,FALSE
0,15,68,1026.4,11.2,FALSE,TRUE
5.6,7,97,1018.6,12.2,TRUE,TRUE
0,7,73,1024.7,9.8,FALSE,FALSE
0,6,78,1028.2,13.1,FALSE,FALSE
0,6,87,1033,12.5,FALSE,FALSE
0,15,92,1032.8,9.5,FALSE,FALSE
0,24,70,1032.6,12.6,FALSE,FALSE
0,17,73,1028,12.3,FALSE,FALSE
0,20,73,1022.3,13.7,FALSE,TRUE
8.6,11,87,1023.2,10,TRUE,FALSE
0,4,89,1022.9,4.7,FALSE,FALSE
0,7,67,1022.6,6.6,FALSE,FALSE
0,7,60,1022.7,7.4,FALSE,FALSE
0,9,57,1024.9,9.1,FALSE,FALSE
1,13,96,1027.1,7.7,FALSE,TRUE
6.6,9,98,1031.6,4.9,TRUE,FALSE
0,6,93,1030.6,5.4,FALSE,FALSE
0,13,83,1024,7.2,FALSE,FALSE
0,19,89,1022.7,5.2,FALSE,FALSE
0,9,84,1026,4.9,FALSE,FALSE
0,11,79,1026.1,9.3,FALSE,FALSE
0,15,80,1027,9.4,FALSE,FALSE
0,28,70,1022.9,12,FALSE,FALSE
0.2,6,75,1022.4,14.7,FALSE,FALSE
0,15,76,1022.5,11.7,FALSE,FALSE
0.6,17,96,1015.9,15.3,FALSE,TRUE
27.8,19,70,1017.3,9.8,TRUE,FALSE
0,20,84,1023.8,10,FALSE,FALSE
0,6,74,1028.1,8.1,FALSE,FALSE
0,9,80,1027.9,7.8,FALSE,FALSE
0,9,67,1022.8,9.5,FALSE,FALSE
0,6,71,1019,10.3,FALSE,FALSE
0,6,98,1026,4.4,FALSE,FALSE
0,6,72,1028.1,7.4,FALSE,FALSE
0,9,92,1031.8,4.8,FALSE,FALSE
0,13,71,1033,8.2,FALSE,FALSE
0,9,74,1030,9,FALSE,FALSE
0,7,51,1005.9,26.5,FALSE,FALSE
0,35,68,1010.9,23.4,FALSE,TRUE
4.6,20,70,1019.3,21.7,TRUE,FALSE
0.8,7,62,1019.5,22.5,FALSE,FALSE
0,7,54,1015.7,24.6,FALSE,FALSE
0,24,55,1012.9,27.1,FALSE,FALSE
0,20,60,1012.3,26.7,FALSE,FALSE
0,9,70,1009.4,25.8,FALSE,TRUE
7.8,26,85,1015.7,20,TRUE,TRUE
3.2,20,59,1015.5,21.2,TRUE,FALSE
0,13,55,1013.7,23.2,FALSE,FALSE
0,11,67,1014.5,24.8,FALSE,FALSE
0,15,64,1019.1,24.2,FALSE,FALSE
0,13,58,1017.8,24.9,FALSE,FALSE
0,31,50,1013.9,25.1,FALSE,FALSE
0,6,68,1011,26.3,FALSE,TRUE
6.4,19,93,1016.6,19.1,TRUE,TRUE
7.2,17,69,1021.2,20.9,TRUE,FALSE
0,7,59,1019.9,22.3,FALSE,FALSE
0,17,64,1016.9,23.4,FALSE,FALSE
0,17,58,1014.9,26.8,FALSE,FALSE
0.2,24,76,1013.2,24.7,FALSE,FALSE
0,17,70,1011.7,27.3,FALSE,FALSE
